tingkat setelah parent,parent,similarity
5,meteor,"[('meteorit', 0.6174185276031494), ('tornado', 0.6035112738609314), ('flare', 0.5779021382331848), ('meteoroid', 0.5692672729492188), ('debu', 0.5670306086540222), ('tubrukan', 0.5562999248504639), ('voyager', 0.5562736392021179), ('petir', 0.5539425015449524), ('supernova', 0.5533239841461182), ('komet', 0.5489527583122253)]"
5,reconnaissance,"[('uav', 0.8194239735603333), ('airborne', 0.803611695766449), ('tactical', 0.7861859798431396), ('helicopter', 0.7704434990882874), ('orbiter', 0.7677744626998901), ('usaf', 0.7587035894393921), ('unmanned', 0.7586234211921692), ('manned', 0.756616473197937), ('stol', 0.7558813691139221), ('missiles', 0.7480954527854919)]"
5,gloster,"[('interceptor', 0.745934009552002), ('uav', 0.73068767786026), ('spitfire', 0.7253836989402771), ('javelin', 0.7236146926879883), ('vtol', 0.7165408134460449), ('supermarine', 0.7134957313537598), ('awacs', 0.695439338684082), ('grumman', 0.690975546836853), ('bomber', 0.6847800612449646), ('xf', 0.684108555316925)]"
5,typhoon,"[('eurofighter', 0.8374340534210205), ('javelin', 0.7348883748054504), ('gripen', 0.7216824889183044), ('stealth', 0.717391848564148), ('supersonic', 0.7132905125617981), ('helicopter', 0.709531307220459), ('vtol', 0.7089701294898987), ('bomber', 0.7071232795715332), ('interceptor', 0.7014866471290588), ('tactical', 0.694986879825592)]"
5,javelin,"[('bqm', 0.7979046702384949), ('rgm', 0.7897907495498657), ('launcher', 0.7888577580451965), ('aqm', 0.7830078601837158), ('agm', 0.778026819229126), ('mqm', 0.7740145325660706), ('stealth', 0.7739076614379883), ('futuristic', 0.773338258266449), ('vtol', 0.7715051174163818), ('xf', 0.7697501182556152)]"
5,pancaroba,"[('penghujan', 0.7521874904632568), ('bediding', 0.7438511252403259), ('marÃ¨ng', 0.7144948244094849), ('monsun', 0.6998531818389893), ('paceklik', 0.6676733493804932), ('kemarau', 0.667197585105896), ('muson', 0.6519753336906433), ('dinginnya', 0.6423000693321228), ('berpijah', 0.6167659163475037), ('episiode', 0.5842586159706116)]"
5,bediding,"[('pancaroba', 0.7438511252403259), ('paceklik', 0.659781277179718), ('penghujan', 0.6551778316497803), ('dinginnya', 0.6039039492607117), ('terkelam', 0.6003333926200867), ('monsun', 0.5924166440963745), ('fifajuara', 0.5813007354736328), ('usum', 0.5717453956604004), ('panasnya', 0.5561667680740356), ('kemarau', 0.5547603964805603)]"
5,subartik,"[('subarktik', 0.739077627658844), ('dadohae', 0.7128132581710815), ('boreal', 0.6850403547286987), ('karjala', 0.6837376356124878), ('koppen', 0.6796103119850159), ('lapponica', 0.6779206395149231), ('glareola', 0.6777345538139343), ('pÃ¤ijÃ¤nne', 0.6735965609550476), ('ugahari', 0.6711093187332153), ('sey_isfjÃ¶r_ur', 0.6707271337509155)]"
5,penghujan,"[('kemarau', 0.862453818321228), ('pancaroba', 0.7521874904632568), ('dinginnya', 0.7087028622627258), ('bediding', 0.6551778316497803), ('panasnya', 0.6497403383255005), ('dingin', 0.6495732069015503), ('panas', 0.6478732228279114), ('hujan', 0.6400395035743713), ('episiode', 0.6330248117446899), ('berpijah', 0.6197661757469177)]"
5,hujan,"[('hujannya', 0.6998839974403381), ('kemarau', 0.6474666595458984), ('penghujan', 0.6400395035743713), ('lebat', 0.6184055805206299), ('berangin', 0.5919023156166077), ('deras', 0.5868293642997742), ('panasnya', 0.5864198207855225), ('salju', 0.584480881690979), ('monsun', 0.5835174918174744), ('kering', 0.5770025849342346)]"
5,tropika,"[('subtropis', 0.8097779154777527), ('tropis', 0.7826213836669922), ('tropik', 0.7819549441337585), ('subtropika', 0.7473819255828857), ('beriklim', 0.7110940217971802), ('malesia', 0.7048085927963257), ('sabana', 0.7018532752990723), ('bioma', 0.6783514618873596), ('vegetasi', 0.6637737154960632), ('berhutan', 0.6531997323036194)]"
5,hujannya,"[('hujan', 0.6998839974403381), ('curah', 0.643262505531311), ('monsun', 0.5695543885231018), ('berangin', 0.5617966055870056), ('terkering', 0.5612502098083496), ('muson', 0.5527341961860657), ('kelembapan', 0.5512539744377136), ('bersuhu', 0.5360605120658875), ('presipitasi', 0.5347976684570312), ('panasnya', 0.5301574468612671)]"
6,lebat,"[('deras', 0.7031073570251465), ('rimbun', 0.6983609795570374), ('berhutan', 0.6811872720718384), ('berkabut', 0.6786505579948425), ('pepohonan', 0.664228618144989), ('berangin', 0.6562924981117249), ('terjal', 0.6468104124069214), ('curam', 0.6401805281639099), ('rindang', 0.6398650407791138), ('belukar', 0.6349015831947327)]"
6,kencang,"[('ribut', 0.718183696269989), ('tiupan', 0.7099213600158691), ('tertiup', 0.6990615725517273), ('hembusan', 0.6788656711578369), ('deras', 0.6756207346916199), ('kencangnya', 0.6656395792961121), ('bertiup', 0.6275274157524109), ('bergoyang', 0.6116040945053101), ('meninggi', 0.6082124710083008), ('berisik', 0.6078440546989441)]"
6,mengguyur,"[('diguyur', 0.7193148732185364), ('rintik', 0.6396179795265198), ('deras', 0.6253611445426941), ('membasahi', 0.6183457374572754), ('tadah', 0.5672637820243835), ('guyuran', 0.561329185962677), ('menggenangi', 0.5611324906349182), ('hujan', 0.5592511296272278), ('kuyup', 0.5493563413619995), ('lebat', 0.5300227999687195)]"
6,terjal,"[('curam', 0.905816912651062), ('landai', 0.8270167708396912), ('berbukit', 0.7744620442390442), ('berbatu', 0.7487195730209351), ('berkelok', 0.7100913524627686), ('kelok', 0.700262725353241), ('bergunung', 0.6896354556083679), ('bergelombang', 0.6892483830451965), ('sempit', 0.6875477433204651), ('tanjakan', 0.6802825927734375)]"
6,bertanah,"[('tergenang', 0.6792894005775452), ('digenangi', 0.5790244340896606), ('genangan', 0.5744332671165466), ('keruh', 0.5721526145935059), ('berlahan', 0.5352013111114502), ('disirami', 0.532744288444519), ('terendam', 0.5257527232170105), ('payau', 0.5179440379142761), ('fluoridasi', 0.5172297954559326), ('rendaman', 0.515545666217804)]"
6,dibanjiri,"[('diambilalih', 0.6754529476165771), ('dimasuki', 0.6718395948410034), ('dibangunkan', 0.6608403921127319), ('diprotes', 0.659440279006958), ('dinodai', 0.6545474529266357), ('didekati', 0.6534302830696106), ('disuplai', 0.651611864566803), ('dikejutkan', 0.6493861079216003), ('dipadati', 0.6488541960716248), ('direspon', 0.6457422375679016)]"
6,menimbun,"[('menumpuk', 0.6630570292472839), ('membudidayakan', 0.6340436339378357), ('mengeringkan', 0.6273388862609863), ('merampas', 0.6194340586662292), ('membanjiri', 0.6192699670791626), ('membakar', 0.6156217455863953), ('mencemari', 0.6103196740150452), ('memusnahkan', 0.6042588949203491), ('menebang', 0.6015523076057434), ('meratakan', 0.5908694267272949)]"
6,tercebur,"[('dihanyutkan', 0.7648686766624451), ('diceburkan', 0.7257519960403442), ('mencebur', 0.6883811354637146), ('hanyut', 0.679645299911499), ('terperosok', 0.6675031781196594), ('melemparkannya', 0.6484736800193787), ('bermuara', 0.6443084478378296), ('menyebrang', 0.6350206732749939), ('dilarung', 0.6241520047187805), ('membuangnya', 0.61913001537323)]"
6,menghanyutkan,"[('dihanyutkan', 0.6901121139526367), ('hanyut', 0.6754301190376282), ('ditepi', 0.6036656498908997), ('menyebrangi', 0.589891791343689), ('menyeberangi', 0.563657820224762), ('menyusuri', 0.5635439157485962), ('tercebur', 0.5633353590965271), ('terhanyut', 0.5602265000343323), ('menenggelamkan', 0.5589255690574646), ('mendayung', 0.5572476387023926)]"
6,terhanyut,"[('hanyut', 0.6578406691551208), ('terbawa', 0.6478476524353027), ('tercebur', 0.6190882921218872), ('dihanyutkan', 0.618401288986206), ('terseret', 0.6117203235626221), ('meluap', 0.5725999474525452), ('terperosok', 0.5725607872009277), ('tersesat', 0.5614193081855774), ('menghanyutkan', 0.5602264404296875), ('terhempas', 0.5509968996047974)]"
6,terseret,"[('terbawa', 0.7843582630157471), ('terperosok', 0.703700602054596), ('terjerumus', 0.6785655617713928), ('menyeret', 0.6601452827453613), ('hanyut', 0.6481181383132935), ('terlempar', 0.6463280916213989), ('terjebak', 0.6365554332733154), ('menjerumuskan', 0.618695855140686), ('terhanyut', 0.6117204427719116), ('diseret', 0.6107707619667053)]"
6,diporak,"[('dinodai', 0.6980887651443481), ('dihasut', 0.6875359416007996), ('dikomando', 0.6824990510940552), ('diinvasi', 0.6580596566200256), ('diperdaya', 0.6574018597602844), ('dicegat', 0.6540958881378174), ('kohta', 0.653095006942749), ('dilemahkan', 0.6503787040710449), ('dilerai', 0.6447553634643555), ('diislamkan', 0.641682505607605)]"
6,ditumpas,"[('dipadamkan', 0.865058183670044), ('diredam', 0.8370136618614197), ('dipatahkan', 0.8332371711730957), ('dihalau', 0.8223131895065308), ('dilumpuhkan', 0.8153946995735168), ('diredakan', 0.8127054572105408), ('dihabisi', 0.8061836361885071), ('digagalkan', 0.7903579473495483), ('ditundukkan', 0.7762346267700195), ('ditewaskan', 0.7597514390945435)]"
6,terkepung,"[('dikepung', 0.7924388647079468), ('mengepung', 0.7368195056915283), ('dibombardir', 0.6871114373207092), ('menyerbu', 0.675474226474762), ('terdesak', 0.6700701117515564), ('ditembaki', 0.6545543074607849), ('dihadang', 0.650932788848877), ('diserang', 0.6405251622200012), ('diserbu', 0.6394574046134949), ('menggempur', 0.6347470283508301)]"
6,merosot,"[('menurun', 0.8306978940963745), ('meningkat', 0.7812463641166687), ('menyusut', 0.7810963988304138), ('berkurang', 0.7751201391220093), ('melemah', 0.7644637823104858), ('melonjak', 0.7543813586235046), ('memudar', 0.7212735414505005), ('membaik', 0.7061866521835327), ('bertambah', 0.6997028589248657), ('menguat', 0.6977394223213196)]"
6,meluas,"[('menyebar', 0.7236552834510803), ('merebak', 0.7123655676841736), ('bergeser', 0.6413691639900208), ('berkembang', 0.616618812084198), ('melemah', 0.6129875779151917), ('melebar', 0.6081847548484802), ('merosot', 0.6016659736633301), ('meningkat', 0.5993257164955139), ('menguat', 0.5895719528198242), ('berkurang', 0.5890082716941833)]"
6,merajalela,"[('merebak', 0.6984473466873169), ('marak', 0.6555494070053101), ('merajarela', 0.6173378229141235), ('meresahkan', 0.6168215274810791), ('memanas', 0.6165186166763306), ('bergejolak', 0.6158384680747986), ('dilanda', 0.6092811822891235), ('maraknya', 0.6043533682823181), ('memperparah', 0.5963675379753113), ('menguat', 0.5942060947418213)]"
6,bermunculan,"[('menjamur', 0.737553060054779), ('merebak', 0.6628000140190125), ('berdatangan', 0.6373159885406494), ('menggeliat', 0.6198108196258545), ('muncul', 0.6021638512611389), ('berkembang', 0.5953149795532227), ('marak', 0.5936618447303772), ('memudar', 0.5895168781280518), ('memunculkan', 0.5855160355567932), ('beredar', 0.5597834587097168)]"
6,episenternya,"[('zhaotong', 0.679698646068573), ('pyzdry', 0.6621497869491577), ('kodari', 0.661565899848938), ('r_d_u_i', 0.6517989635467529), ('pirkanmaa', 0.6433147192001343), ('vrancea', 0.6413222551345825), ('trat', 0.637703537940979), ('himi', 0.6354698538780212), ('mic_', 0.632416844367981), ('takahagi', 0.6323697566986084)]"
6,hiposentrum,"[('episentrum', 0.6966758966445923), ('episenter', 0.5946922898292542), ('episenternya', 0.5768930315971375), ('zhaotong', 0.5768108367919922), ('terjauhnya', 0.5718479156494141), ('longueau', 0.5484563112258911), ('hiposenter', 0.5438074469566345), ('tumaco', 0.5426362156867981), ('getarannya', 0.5414921641349792), ('lupeni', 0.5402156114578247)]"
6,shakemap,"[('zhaotong', 0.5933803915977478), ('meramon', 0.5490335822105408), ('episentrum', 0.5475162267684937), ('transiting', 0.5447216033935547), ('beichuan', 0.5384729504585266), ('tianning', 0.5345568060874939), ('illapel', 0.5284301042556763), ('episenter', 0.527453601360321), ('earthquake', 0.5263354182243347), ('quirigua', 0.5237961411476135)]"
6,episentrumnya,"[('episentrum', 0.544736385345459), ('diketinggian', 0.5302029848098755), ('episenter', 0.5122939348220825), ('palung', 0.4733473062515259), ('disekitar', 0.4604197144508362), ('paynesville', 0.44837093353271484), ('selatannya', 0.4425963759422302), ('utaranya', 0.43999654054641724), ('lereng', 0.43757879734039307), ('pengunungan', 0.43458425998687744)]"
6,bioremediasi,"[('fitoremediasi', 0.7168881893157959), ('ekstraksi', 0.6516880989074707), ('remediasi', 0.6490192413330078), ('aseptik', 0.6417568325996399), ('mikrobial', 0.6417397856712341), ('anaerobik', 0.6415040493011475), ('mikroba', 0.6365808248519897), ('pengomposan', 0.6326857209205627), ('penyemprotan', 0.6294149160385132), ('pelapukan', 0.6239975690841675)]"
6,agroklimatologi,"[('rangkileh', 0.7597394585609436), ('complanata', 0.7587599158287048), ('agrometeorologi', 0.7566673159599304), ('iberis', 0.7551272511482239), ('viette', 0.7531532049179077), ('minutum', 0.7516098618507385), ('fortunei', 0.7491852045059204), ('_______', 0.7485436201095581), ('trichocarpa', 0.7460482716560364), ('pusillum', 0.7458289861679077)]"
6,riparian,"[('boreal', 0.6543487310409546), ('bentik', 0.6420723795890808), ('bioma', 0.6207792162895203), ('tropika', 0.6203919649124146), ('alpin', 0.6165657043457031), ('montane', 0.6091817617416382), ('intertidal', 0.6001157760620117), ('berhutan', 0.5980985760688782), ('vegetasi', 0.5883722901344299), ('sabana', 0.5878087878227234)]"
6,vegetasi,"[('tutupan', 0.7752377390861511), ('rerumputan', 0.7209401726722717), ('pepohonan', 0.7203081250190735), ('habitat', 0.7061750888824463), ('tegakan', 0.7060984969139099), ('bakau', 0.7054993510246277), ('bioma', 0.7054158449172974), ('tetumbuhan', 0.7047937512397766), ('ekosistem', 0.7020747065544128), ('gambut', 0.6989312171936035)]"
6,tutupan,"[('vegetasi', 0.7752376794815063), ('gambut', 0.6736512184143066), ('bakau', 0.6535825133323669), ('terumbu', 0.63900226354599), ('tegakan', 0.6295976638793945), ('berpasir', 0.6260603666305542), ('berlumpur', 0.619553804397583), ('berbatu', 0.6138015985488892), ('habitat', 0.613623321056366), ('mangrove', 0.612571656703949)]"
6,bakau,"[('mangrove', 0.8148611187934875), ('pinus', 0.7434715032577515), ('casuarina', 0.7287537455558777), ('belukar', 0.709054708480835), ('vegetasi', 0.7054993510246277), ('tusam', 0.7036625742912292), ('eucalyptus', 0.7034735679626465), ('rhizophora', 0.7003790736198425), ('nypa', 0.696641206741333), ('araucaria', 0.6964070200920105)]"
6,humus,"[('organosol', 0.7940975427627563), ('lempung', 0.7785730361938477), ('andosol', 0.7652665376663208), ('gembur', 0.7608535289764404), ('regosol', 0.7563061714172363), ('alluvial', 0.7305746674537659), ('latosol', 0.7294527888298035), ('litosol', 0.7282971143722534), ('aluvial', 0.718956470489502), ('podsolik', 0.70369952917099)]"
6,tegakan,"[('vegetasi', 0.7060984969139099), ('pinus', 0.6546854972839355), ('gambut', 0.6487842202186584), ('rimpang', 0.6416149735450745), ('anakan', 0.635877788066864), ('tetumbuhan', 0.6321060061454773), ('tutupan', 0.6295976042747498), ('konifer', 0.6270443797111511), ('bakau', 0.6267897486686707), ('berkayu', 0.6212502121925354)]"
6,fragmentasi,"[('pembusukan', 0.7071516513824463), ('proliferasi', 0.6786845326423645), ('penumpukan', 0.6752034425735474), ('penghambatan', 0.6700477600097656), ('penyusutan', 0.6699713468551636), ('dekomposisi', 0.6528621912002563), ('rekombinasi', 0.6519388556480408), ('kontaminasi', 0.6506315469741821), ('diferensiasi', 0.645573616027832), ('penipisan', 0.645054042339325)]"
6,aerasi,"[('filtrasi', 0.7145912647247314), ('keasaman', 0.7116761207580566), ('evaporasi', 0.7050166726112366), ('bioreaktor', 0.6911939978599548), ('penguapan', 0.6856054067611694), ('permeabilitas', 0.6792842745780945), ('pelumasan', 0.6730267405509949), ('kelembaban', 0.6660675406455994), ('transpirasi', 0.6655408143997192), ('kelembapan', 0.6639328002929688)]"
6,pelepasan,"[('penyerapan', 0.6779136061668396), ('pembusukan', 0.6534627676010132), ('dekomposisi', 0.6448212265968323), ('penguraian', 0.6328577995300293), ('penumpukan', 0.6269399523735046), ('pembekuan', 0.6246078014373779), ('kontraksi', 0.620435357093811), ('aktivasi', 0.619954526424408), ('pelarutan', 0.6170842051506042), ('penguapan', 0.6108608245849609)]"
6,perkecambahan,"[('dormansi', 0.750966489315033), ('transpirasi', 0.7502624988555908), ('pembungaan', 0.722516655921936), ('fagositosis', 0.7055416703224182), ('gutasi', 0.6969358325004578), ('pematangan', 0.6866404414176941), ('vegetatif', 0.6835483312606812), ('perbanyakan', 0.675977349281311), ('germinasi', 0.6709491610527039), ('kinoa', 0.6653368473052979)]"
6,gutasi,"[('transpirasi', 0.7401710152626038), ('perkecambahan', 0.696935772895813), ('aflatoksin', 0.6682475209236145), ('kemotaksis', 0.6621312499046326), ('estron', 0.6581528186798096), ('niktinasti', 0.6544615030288696), ('perfringens', 0.654401957988739), ('acth', 0.6526725888252258), ('dislipidemia', 0.6508526802062988), ('erwinia', 0.6493971943855286)]"
6,fotosintesis,"[('respirasi', 0.7913169860839844), ('kemosintesis', 0.7570566534996033), ('metabolisme', 0.7523320913314819), ('anaerobik', 0.7358531355857849), ('hidrolisis', 0.7323994040489197), ('fiksasi', 0.7281602025032043), ('dekomposisi', 0.7237563729286194), ('klorofil', 0.7176349759101868), ('metabolismenya', 0.7161424160003662), ('fosforilasi', 0.7154860496520996)]"
6,respirasi,"[('ekskresi', 0.8176128268241882), ('fotosintesis', 0.7913168668746948), ('metabolisme', 0.7897742390632629), ('anaerobik', 0.7694460153579712), ('progesteron', 0.7463685274124146), ('glikolisis', 0.7463061213493347), ('fagositosis', 0.7420176863670349), ('biosintesis', 0.7418500781059265), ('fosforilasi', 0.738444447517395), ('motilitas', 0.735919713973999)]"
6,oksidatif,"[('fosforilasi', 0.8327352404594421), ('enzimatik', 0.8181225657463074), ('katabolisme', 0.8044108152389526), ('prostaglandin', 0.8000718951225281), ('oksidase', 0.7990931868553162), ('dopamin', 0.7847760319709778), ('pepsin', 0.7841460704803467), ('inhibitor', 0.7822893261909485), ('metabolik', 0.7793275713920593), ('metilasi', 0.7787473201751709)]"
6,bikarbonat,"[('sodium', 0.8624916076660156), ('hipoklorit', 0.8517891764640808), ('fluorida', 0.8426030278205872), ('hcl', 0.8344796299934387), ('naoh', 0.8332963585853577), ('nacl', 0.8328767418861389), ('tiosulfat', 0.8288755416870117), ('hidroksida', 0.8257099986076355), ('kalium', 0.8236352801322937), ('amonium', 0.8233423233032227)]"
6,hidroksida,"[('amonium', 0.8793855905532837), ('sulfat', 0.8758208155632019), ('natrium', 0.8705939054489136), ('klorida', 0.8677070140838623), ('fluorida', 0.8651177883148193), ('iodida', 0.8644401431083679), ('karbonat', 0.8559839725494385), ('naoh', 0.8508027195930481), ('hcl', 0.8487256169319153), ('klor', 0.8484430313110352)]"
6,hipoklorit,"[('sodium', 0.861666202545166), ('bikarbonat', 0.851789116859436), ('aseton', 0.8491747975349426), ('hcl', 0.8397319316864014), ('dikromat', 0.8389198780059814), ('oksalat', 0.838621973991394), ('dimetil', 0.8373137712478638), ('sulfat', 0.8358360528945923), ('kromat', 0.8337510228157043), ('bromin', 0.831994354724884)]"
6,etilena,"[('glikol', 0.9109248518943787), ('dimetil', 0.9028728008270264), ('aseton', 0.8921678066253662), ('etilen', 0.8859708905220032), ('toluena', 0.8832929730415344), ('hidrogenasi', 0.8823192119598389), ('anhidrida', 0.8729636669158936), ('butil', 0.8639286756515503), ('etil', 0.8636629581451416), ('metanol', 0.8622300624847412)]"
6,anhidrat,"[('sulfida', 0.863637387752533), ('amonium', 0.8502596020698547), ('sulfat', 0.8496757745742798), ('fluorida', 0.8488343954086304), ('klorida', 0.8484383821487427), ('hidroksida', 0.8467700481414795), ('hidrat', 0.8457626104354858), ('hcl', 0.8445401787757874), ('bromida', 0.8396275043487549), ('dikromat', 0.8389238119125366)]"
6,oksidasi,"[('reduksi', 0.7980429530143738), ('hidrasi', 0.7767259478569031), ('dekomposisi', 0.7734660506248474), ('hidrolisis', 0.7690011262893677), ('oksida', 0.7686502933502197), ('amonia', 0.7508245706558228), ('pereaksi', 0.7506662011146545), ('sulfat', 0.7473745346069336), ('aldehida', 0.7468121647834778), ('sulfida', 0.7460415959358215)]"
6,granit,"[('andesit', 0.807092547416687), ('basalt', 0.8010203242301941), ('batupasir', 0.7871670722961426), ('kuarsa', 0.7750515341758728), ('sekis', 0.7681148052215576), ('kalsit', 0.756065845489502), ('tuf', 0.7515113353729248), ('marmer', 0.7506862282752991), ('kuarsit', 0.7484636306762695), ('diorit', 0.7461105585098267)]"
6,stalaktit,"[('stalagmit', 0.814301073551178), ('stalakmit', 0.7471701502799988), ('stalagtit', 0.7441304326057434), ('breksi', 0.7174920439720154), ('bebatuan', 0.716792643070221), ('granit', 0.672279953956604), ('batugamping', 0.6696906089782715), ('basalt', 0.6634697914123535), ('tuf', 0.6478564143180847), ('sekis', 0.6460587978363037)]"
6,gundukan,"[('timbunan', 0.7174166440963745), ('bebatuan', 0.7130296230316162), ('berbatu', 0.665687084197998), ('granit', 0.6642129421234131), ('ofel', 0.6571189761161804), ('monolit', 0.6523676514625549), ('tumpukan', 0.6514967083930969), ('runtuhan', 0.6465571522712708), ('bongkahan', 0.6358725428581238), ('menhir', 0.6316289305686951)]"
6,kuarsit,"[('sekis', 0.8397640585899353), ('granodiorit', 0.827094316482544), ('diorit', 0.8063194155693054), ('gabro', 0.8040964007377625), ('peridotit', 0.7992561459541321), ('kalsit', 0.7824258804321289), ('diabas', 0.7801092267036438), ('metamorf', 0.7794796824455261), ('basalt', 0.7776280045509338), ('filit', 0.7740030288696289)]"
6,beku,"[('lelehan', 0.7048228979110718), ('magma', 0.675504207611084), ('membeku', 0.6568469405174255), ('meleleh', 0.6541786193847656), ('mencair', 0.6535702347755432), ('endapan', 0.6463634371757507), ('pengeringan', 0.6459030508995056), ('sedimen', 0.6424488425254822), ('berair', 0.6372243762016296), ('penguapan', 0.632735550403595)]"
6,serpentinit,"[('peridotit', 0.7993771433830261), ('metamorf', 0.7972413301467896), ('sekis', 0.7849929928779602), ('gabro', 0.7812232971191406), ('diabas', 0.7615023255348206), ('basalt', 0.7569288015365601), ('skarn', 0.7568756341934204), ('ultramafik', 0.756770670413971), ('plutonik', 0.751889169216156), ('aragonit', 0.7473125457763672)]"
6,ultramafik,"[('peridotit', 0.8335533738136292), ('plutonik', 0.8326560854911804), ('diabas', 0.8088975548744202), ('mafik', 0.8081699013710022), ('gabro', 0.8043305277824402), ('pegmatit', 0.8007668256759644), ('ekstrusif', 0.7936355471611023), ('intrusif', 0.7905641794204712), ('metamorf', 0.7901141047477722), ('riolit', 0.7822331786155701)]"
6,granodiorit,"[('kuarsit', 0.827094316482544), ('diorit', 0.8235751390457153), ('peridotit', 0.8066364526748657), ('gabro', 0.8020951151847839), ('basalt', 0.8002004027366638), ('diabas', 0.7875605225563049), ('sekis', 0.7871719002723694), ('andesit', 0.7837496399879456), ('metamorf', 0.7835253477096558), ('hornblende', 0.7795919179916382)]"
6,lanau,"[('lempung', 0.7913298010826111), ('basalt', 0.7499268651008606), ('peridotit', 0.7170372009277344), ('gabro', 0.7166340351104736), ('kuarsa', 0.7132336497306824), ('diorit', 0.7004427909851074), ('kuarsit', 0.6968535780906677), ('granodiorit', 0.693602979183197), ('plutonik', 0.6935365796089172), ('kalsit', 0.6922270059585571)]"
6,laterit,"[('lempung', 0.7729396820068359), ('andesit', 0.7346766591072083), ('kuarsit', 0.7081889510154724), ('batupasir', 0.7063230276107788), ('aluvial', 0.7061616778373718), ('basalt', 0.6972172856330872), ('kuarsa', 0.6902456879615784), ('gipsum', 0.6884812712669373), ('alluvium', 0.6815354824066162), ('gamping', 0.6762628555297852)]"
6,tamak,"[('serakah', 0.8128251433372498), ('sombong', 0.7677037119865417), ('rakus', 0.7368804216384888), ('jahil', 0.7139387130737305), ('pemarah', 0.7114208936691284), ('dengki', 0.7090966105461121), ('egois', 0.6993530988693237), ('angkuh', 0.6965207457542419), ('galak', 0.696334719657898), ('malas', 0.6949443221092224)]"
6,tabiat,"[('dengki', 0.6705960035324097), ('kelakuan', 0.6641960144042969), ('perangai', 0.6594599485397339), ('watak', 0.6579444408416748), ('kelembutan', 0.6504780054092407), ('kesombongan', 0.6492847204208374), ('kebodohan', 0.6425986886024475), ('prilaku', 0.634524941444397), ('kesabaran', 0.6175537705421448), ('temperamen', 0.6126131415367126)]"
6,kelokan,"[('meander', 0.6708989143371582), ('tarab', 0.6241098642349243), ('sungi', 0.613685667514801), ('kelok', 0.612880527973175), ('citanduy', 0.6118069887161255), ('tepian', 0.5731794834136963), ('cijolang', 0.5713302493095398), ('meluapnya', 0.5705625414848328), ('benanain', 0.5690754055976868), ('kambaniru', 0.5674841403961182)]"
6,pyroclastic,"[('spilt', 0.8489567041397095), ('ducts', 0.8304280042648315), ('pincushion', 0.8217287063598633), ('magnox', 0.8203275203704834), ('movf', 0.81770259141922), ('predicting', 0.8155639171600342), ('ionization', 0.8133528828620911), ('moonsault', 0.8112736344337463), ('intrusions', 0.808285117149353), ('pfo', 0.8067776560783386)]"
6,rhyolite,"[('pyroclastic', 0.6618911623954773), ('volcano', 0.6532149910926819), ('dacite', 0.6376112699508667), ('volcanic', 0.6297618746757507), ('kilauea', 0.6295405030250549), ('beds', 0.6167905330657959), ('domes', 0.6079686284065247), ('yellowstone', 0.6019994616508484), ('galeras', 0.6019497513771057), ('volkano', 0.6015609502792358)]"
6,omotesenke,"[('urasenke', 0.7902166247367859), ('shij_', 0.7045507431030273), ('sakyapa', 0.6919101476669312), ('tiantai', 0.6883886456489563), ('gelugpa', 0.6869750022888184), ('caodong', 0.6814401149749756), ('iemoto', 0.6738941073417664), ('cheontae', 0.6736463308334351), ('_kura', 0.6730635166168213), ('nyingmapa', 0.6689247488975525)]"
6,turbulen,"[('laminer', 0.7648069858551025), ('laminar', 0.7577579021453857), ('piroklastik', 0.6499083638191223), ('plastis', 0.640339195728302), ('dacite', 0.6334242820739746), ('turbidit', 0.6290403008460999), ('heliosfer', 0.6281279921531677), ('alir', 0.6091328859329224), ('ohmik', 0.6042048931121826), ('praambang', 0.6040696501731873)]"
6,laminar,"[('turbulen', 0.7577579021453857), ('flow', 0.675550103187561), ('hydraulic', 0.6727339029312134), ('exhaust', 0.6700665950775146), ('discharge', 0.6591177582740784), ('stator', 0.6588035225868225), ('laminer', 0.6536538600921631), ('axial', 0.6407161355018616), ('piroklastik', 0.6388173699378967), ('fluid', 0.6354917287826538)]"
6,kumulonimbus,"[('kumulus', 0.7846340537071228), ('mammatus', 0.7811442613601685), ('inkus', 0.7112789750099182), ('antiklinal', 0.6913135647773743), ('riolit', 0.6809316873550415), ('panan', 0.6806299686431885), ('cumulus', 0.6794606447219849), ('nagasakibomb', 0.6661518812179565), ('diabas', 0.6624893546104431), ('plutonik', 0.6621544361114502)]"
6,diabas,"[('gabro', 0.8146862387657166), ('diorit', 0.8136193752288818), ('peridotit', 0.8103328347206116), ('ultramafik', 0.8088976740837097), ('basalt', 0.7967461347579956), ('batutanduk', 0.7934808135032654), ('plutonik', 0.7885143160820007), ('granodiorit', 0.7875607013702393), ('gneis', 0.780745804309845), ('kuarsit', 0.7801092267036438)]"
6,stepa,"[('eurasia', 0.7479779124259949), ('siberia', 0.7189429998397827), ('kaukasus', 0.6980326175689697), ('anatolia', 0.6804254651069641), ('gobi', 0.6606428623199463), ('skithia', 0.6334933042526245), ('gurun', 0.6289605498313904), ('baktria', 0.6273217797279358), ('cekungan', 0.6267691254615784), ('ural', 0.6226714253425598)]"
6,sianok,"[('taluak', 0.712384819984436), ('harau', 0.7058963179588318), ('sariak', 0.7015857696533203), ('maninjau', 0.6983641386032104), ('suliki', 0.6981212496757507), ('gumanti', 0.6910221576690674), ('bukik', 0.6837602853775024), ('anau', 0.6796447038650513), ('anai', 0.6788325905799866), ('cubadak', 0.6742011308670044)]"
